system:index,Latitude,Longitude,angle,day,distance,elevation,fid,first,image_date,lenght,month,ndvi,plot,position,position_n,section,targetdate,year,.geo
00000000000000000028,64.13226588311869,-51.37586444557554,293.1547345800608,7,0.943502649677201,27.78125,128,0.556390977443609,2021-07-07,1.887752662233442,7,0.556390977443609,loi1,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.375862404981746,64.13226661173236]}"
00000000000000000030,64.13228088910166,-51.37585168617883,113.09218418563749,7,0.919146615050067,27.9453125,151,0.556390977443609,2021-07-07,1.839021301090713,7,0.556390977443609,loi1,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37585238903971,64.13228000119913]}"
00000000000000000031,64.13228749656724,-51.37588721084856,113.69598480938342,7,0.96047709497499,28.015625,154,0.556390977443609,2021-07-07,1.921714996471697,7,0.556390977443609,loi1,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37588309894304,64.13228883109987]}"
00000000000000000022,64.13163148053559,-51.37046148223106,149.5931170819701,7,0.767578171508525,26.171875,109,0.3738019169329074,2021-07-07,1.535764534790686,7,0.3738019169329074,loi2,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.370459791352495,64.13163007965332]}"
00000000000000000023,64.1316428951466,-51.37047748222309,148.065911465351,7,0.724085112521468,26.03125,112,0.3738019169329074,2021-07-07,1.448743953607521,7,0.3738019169329074,loi2,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37048036187615,64.13164339100396]}"
00000000000000000041,64.13163441368926,-51.370507904600764,331.068276151317,7,0.747260497647364,26.03125,199,0.3738019169329074,2021-07-07,1.495113085652028,7,0.3738019169329074,loi2,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37051083205577,64.1316344044615]}"
00000000000000000042,64.13162287861577,-51.37049163595387,326.37234611073126,7,0.763822622568757,25.75,202,0.3738019169329074,2021-07-07,1.528250457475836,7,0.3738019169329074,loi2,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37049026152422,64.13162109311513]}"
0000000000000000003d,64.13238721454731,-51.37076334048503,34.1861224586239,7,0.608667602719649,44.625,187,0.44537815126050423,2021-07-07,1.216620889229213,7,0.44537815126050423,loi3,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37076557630745,64.13238657477767]}"
0000000000000000003e,64.13239604300036,-51.37074822602162,220.00625602650894,7,0.62143080853867,44.625,190,0.4610011641443539,2021-07-07,1.241377131152271,7,0.4610011641443539,loi3,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.370745301942186,64.1323955354377]}"
0000000000000000003f,64.13240527759552,-51.37077277394025,39.32566790790118,7,0.611461568870001,44.84375,193,0.4610011641443539,2021-07-07,1.22340762123298,7,0.4610011641443539,loi3,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37077601035534,64.13240436641516]}"
00000000000000000040,64.1323967350955,-51.370788364686156,38.46786322559063,7,0.606035684838977,44.234375,196,0.4751054852320675,2021-07-07,1.212551553815643,7,0.4751054852320675,loi3,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37078608816218,64.13239543168969]}"
00000000000000000044,64.1327655371732,-51.37017808125791,258.50875232451034,7,0.80564911729548,54.6171875,207,0.43271767810026385,2021-07-07,1.611936599702707,7,0.43271767810026385,loi4,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37017921494951,64.13276670140465]}"
00000000000000000045,64.1327685123534,-51.37014615656168,258.06614265562393,7,0.783432351897985,54.5703125,210,0.48869565217391303,2021-07-07,1.567485466999918,7,0.48869565217391303,loi4,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37014862487418,64.13276677908961]}"
00000000000000000046,64.13278396261501,-51.370152607111656,81.82537012440885,7,0.72789594038956,54.5703125,213,0.48869565217391303,2021-07-07,1.456368637788576,7,0.48869565217391303,loi4,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37014886197263,64.13278459666475]}"
00000000000000000047,64.13278098800706,-51.370182539199185,73.44678192458252,7,0.770430074502597,54.6953125,216,0.43271767810026385,2021-07-07,1.541470608139436,7,0.43271767810026385,loi4,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.370179392788025,64.13278006458596]}"
0000000000000000001e,64.13250004744691,-51.37305525092277,271.2246638432331,7,2.737125225588945,34.5625,95,0.5137046861184792,2021-07-07,5.476418903273876,7,0.5137046861184792,sal1,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37305121629766,64.13250101559471]}"
0000000000000000001f,64.1324995057366,-51.37294255827698,270.7086057402115,7,2.749210250216934,34.765625,98,0.5706422018348624,2021-07-07,5.500598539737197,7,0.5706422018348624,sal1,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37293905379491,64.13250130261754]}"
00000000000000000020,64.1325606556231,-51.37294032757807,91.72242673913617,7,2.744740151604364,36.859375,101,0.5706422018348624,2021-07-07,5.491654801664638,7,0.5706422018348624,sal1,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37293983016598,64.13255920972045]}"
00000000000000000021,64.13256164121604,-51.37305314967929,91.24038074419262,7,2.748644074803915,35.84375,104,0.5137046861184792,2021-07-07,5.499465727472357,7,0.5137046861184792,sal1,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37305205264118,64.13256337708935]}"
0000000000000000001d,64.13167441386325,-51.37144981653312,125.2443148285302,7,2.0093086497775,23.3046875,92,0.46330896290278906,2021-07-07,4.020209286196993,7,0.46330896290278906,sal2,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.371449484186215,64.1316765608323]}"
00000000000000000024,64.13161319575532,-51.371531135258735,306.17962046322873,7,2.007631827198945,22.6015625,115,0.6084905660377359,2021-07-07,4.016854304372112,7,0.6084905660377359,sal2,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37153022161023,64.13161399141899]}"
00000000000000000025,64.13159203995525,-51.37146410233086,306.17962046018283,7,2.018160331549547,22.5859375,118,0.6084905660377359,2021-07-07,4.037919662254575,7,0.6084905660377359,sal2,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.371468746589265,64.13159187537882]}"
00000000000000000026,64.13165361374207,-51.37138229526562,125.80239796666305,7,2.012849348720418,23.4453125,121,0.5352509870276367,2021-07-07,4.027293494232866,7,0.5352509870276367,sal2,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37137781280826,64.13165447073834]}"
00000000000000000037,64.13374913966672,-51.367765066502656,27.903202743315333,7,2.259715745784379,39.921875,171,0.6492693110647182,2021-07-07,4.521222237994253,7,0.6492693110647182,sal3,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.36776529931942,64.13374835690007]}"
00000000000000000038,64.13371351871096,-51.36780904095143,29.43541636185357,7,2.250519051208733,39.8125,174,0.6492693110647182,2021-07-07,4.502821554892486,7,0.6492693110647182,sal3,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.36780561632129,64.13371261882978]}"
00000000000000000039,64.133693031274,-51.367696942680496,211.10027964795307,7,2.231202926825175,38.625,177,0.6219931271477663,2021-07-07,4.464174009313642,7,0.6219931271477663,sal3,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.36769321333112,64.13369508424121]}"
0000000000000000003a,64.13372853361632,-51.36765194965925,207.54847718780218,7,2.292978248672732,38.7578125,180,0.6219931271477663,2021-07-07,4.587773616709039,7,0.6219931271477663,sal3,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.36765283733266,64.13372636788611]}"
00000000000000000048,64.13739614003597,-51.37411936110391,295.9884434118607,7,1.222073033944965,56.5234375,219,0.7026199387546784,2021-07-07,2.445114185828796,7,0.7026199387546784,sal4,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37411638364116,64.13739828418005]}"
00000000000000000049,64.13738670161018,-51.37407304668086,294.7324544898667,7,1.265590968557835,56.5859375,222,0.7026199387546784,2021-07-07,2.532184532772358,7,0.7026199387546784,sal4,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37407541035263,64.13738502569743]}"
0000000000000000004a,64.1374180294045,-51.3740364543705,115.9433852778978,7,1.277764453941607,56.7265625,225,0.7251612903225807,2021-07-07,2.556541149964027,7,0.7251612903225807,sal4,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37403503619499,64.137416311093]}"
0000000000000000004b,64.13742790409242,-51.374082374053486,117.187921590818,7,1.213585802307573,56.7265625,228,0.7251612903225807,2021-07-07,2.428133001514305,7,0.7251612903225807,sal4,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37408620790728,64.1374295434169]}"
0000000000000000002c,64.1327485065579,-51.37453328454215,211.540833016749,7,1.745343877133304,34.6171875,139,0.3265822784810127,2021-07-07,3.494247964282874,7,0.3265822784810127,sil1,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37453308043074,64.132746669978]}"
0000000000000000002d,64.13277495513209,-51.37449572926837,212.76319638331267,7,1.72312427005602,35.1796875,142,0.3265822784810127,2021-07-07,3.445041156108192,7,0.3265822784810127,sil1,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37449265353403,64.13277350112439]}"
0000000000000000002e,64.13279832567837,-51.37459610706953,34.46318808813294,7,1.757450212300957,35.03125,145,0.3265822784810127,2021-07-07,3.515343588502812,7,0.3265822784810127,sil1,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37459498034514,64.13279996545992]}"
0000000000000000002f,64.1327719782429,-51.374634454532334,31.07494389127271,7,1.723306778309599,34.5078125,148,0.3265822784810127,2021-07-07,3.445883940700627,7,0.3265822784810127,sil1,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.374635407181444,64.13277313428527]}"
00000000000000000005,64.1363315507504,-51.369895310923454,207.14168004849583,7,2.777337078807228,74.21875,20,0.20040691759918616,2021-07-07,5.556874851738015,7,0.20040691759918616,sil2,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.369900309364894,64.13633104397817]}"
00000000000000000006,64.13637591973252,-51.369846900569996,204.44922109595416,7,2.701222871467342,74.921875,23,0.2213069741900055,2021-07-07,5.404586131115966,7,0.2213069741900055,sil2,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.3698499117317,64.13637571727315]}"
00000000000000000007,64.1364056798848,-51.37006162478502,23.708330946702535,7,2.700948907532574,74.7265625,26,0.19413549039433772,2021-07-07,5.404037959986324,7,0.19413549039433772,sil2,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37006448494204,64.13640635450733]}"
0000000000000000004e,64.13636166667378,-51.370109495133505,27.75609903881863,7,2.732394599660853,73.6953125,237,0.19413549039433772,2021-07-07,5.466954258307639,7,0.19413549039433772,sil2,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37010468427588,64.1363617070305]}"
00000000000000000003,64.13700223494703,-51.37366340173842,126.2642292930822,7,2.667749049948534,61.7421875,14,0.6021872863978127,2021-07-07,5.3376115244919,7,0.6021872863978127,sil3,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37366232806554,64.1370029944325]}"
00000000000000000004,64.13703119380344,-51.373752723134174,127.56032564247413,7,2.746899434871828,60.8984375,17,0.4143646408839779,2021-07-07,5.49597499199738,7,0.4143646408839779,sil3,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.373754471412205,64.13702948547397]}"
0000000000000000004c,64.13697399817725,-51.373813981989244,307.1672815104833,7,2.755137110946373,60.734375,231,0.4143646408839779,2021-07-07,5.512456860262155,7,0.4143646408839779,sil3,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.37381494243881,64.13697587590661]}"
0000000000000000004d,64.13694520697727,-51.37372403632255,305.95881611302116,7,2.672837911086922,61.671875,234,0.47977638934561,2021-07-07,5.347793273479034,7,0.47977638934561,sil3,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.3737227393544,64.13694493051366]}"
00000000000000000000,64.13597766002837,-51.368057931153665,242.59557303015598,7,2.991732775425861,66.9296875,3,0.34428086070215175,2021-07-07,5.985836362319449,7,0.34428086070215175,sil4,mid,2.0,c,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.36805995328253,64.13597933891741]}"
00000000000000000001,64.13601828506134,-51.368095295687716,62.756494720103326,7,3.002578974980738,68.15625,6,0.37051352843732743,2021-07-07,6.007537352440451,7,0.37051352843732743,sil4,mid,2.0,b,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.36809107747997,64.1360193512042]}"
00000000000000000002,64.13599330419007,-51.36820439790999,62.578893296133316,7,2.99331108479097,68.0078125,9,0.34963325183374083,2021-07-07,5.988994212051666,7,0.34963325183374083,sil4,mid,2.0,a,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.36820290040252,64.13599234154692]}"
0000000000000000004f,64.13595264425025,-51.36816665270627,242.50924477685552,7,2.989565855200485,66.765625,240,0.34428086070215175,2021-07-07,5.981500789346754,7,0.34428086070215175,sil4,mid,2.0,d,2021-07-07,2021,"{""type"":""Point"",""coordinates"":[-51.36816157821267,64.1359523550399]}"
