system:index,Latitude,Longitude,angle,day,distance,elevation,fid,first,image_date,lenght,month,ndvi,plot,position,position_n,section,targetdate,year,.geo
0000000000000000003a,64.13372853361632,-51.36765194965925,207.54847718780218,12,2.292978248672732,38.7578125,180,0.6747404844290658,2020-09-12,4.587773616709039,9,0.6747404844290658,sal3,mid,2.0,a,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.36765283733266,64.13372636788611]}"
00000000000000000048,64.13739614003597,-51.37411936110391,295.9884434118607,12,1.222073033944965,56.5234375,219,0.670298769771529,2020-09-12,2.445114185828796,9,0.670298769771529,sal4,mid,2.0,d,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37411638364116,64.13739828418005]}"
00000000000000000049,64.13738670161018,-51.37407304668086,294.7324544898667,12,1.265590968557835,56.5859375,222,0.670298769771529,2020-09-12,2.532184532772358,9,0.670298769771529,sal4,mid,2.0,c,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37407541035263,64.13738502569743]}"
0000000000000000004a,64.1374180294045,-51.3740364543705,115.9433852778978,12,1.277764453941607,56.7265625,225,0.6725340418465626,2020-09-12,2.556541149964027,9,0.6725340418465626,sal4,mid,2.0,b,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37403503619499,64.137416311093]}"
0000000000000000004b,64.13742790409242,-51.374082374053486,117.187921590818,12,1.213585802307573,56.7265625,228,0.6725340418465626,2020-09-12,2.428133001514305,9,0.6725340418465626,sal4,mid,2.0,a,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37408620790728,64.1374295434169]}"
0000000000000000002c,64.1327485065579,-51.37453328454215,211.540833016749,12,1.745343877133304,34.6171875,139,0.26369545032497677,2020-09-12,3.494247964282874,9,0.26369545032497677,sil1,mid,2.0,d,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37453308043074,64.132746669978]}"
0000000000000000002d,64.13277495513209,-51.37449572926837,212.76319638331267,12,1.72312427005602,35.1796875,142,0.26369545032497677,2020-09-12,3.445041156108192,9,0.26369545032497677,sil1,mid,2.0,c,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37449265353403,64.13277350112439]}"
0000000000000000002e,64.13279832567837,-51.37459610706953,34.46318808813294,12,1.757450212300957,35.03125,145,0.26369545032497677,2020-09-12,3.515343588502812,9,0.26369545032497677,sil1,mid,2.0,b,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37459498034514,64.13279996545992]}"
0000000000000000002f,64.1327719782429,-51.374634454532334,31.07494389127271,12,1.723306778309599,34.5078125,148,0.26369545032497677,2020-09-12,3.445883940700627,9,0.26369545032497677,sil1,mid,2.0,a,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.374635407181444,64.13277313428527]}"
00000000000000000005,64.1363315507504,-51.369895310923454,207.14168004849583,12,2.777337078807228,74.21875,20,0.21743486973947895,2020-09-12,5.556874851738015,9,0.21743486973947895,sil2,mid,2.0,d,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.369900309364894,64.13633104397817]}"
00000000000000000006,64.13637591973252,-51.369846900569996,204.44922109595416,12,2.701222871467342,74.921875,23,0.21309823677581863,2020-09-12,5.404586131115966,9,0.21309823677581863,sil2,mid,2.0,c,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.3698499117317,64.13637571727315]}"
00000000000000000007,64.1364056798848,-51.37006162478502,23.708330946702535,12,2.700948907532574,74.7265625,26,0.18579234972677597,2020-09-12,5.404037959986324,9,0.18579234972677597,sil2,mid,2.0,b,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37006448494204,64.13640635450733]}"
0000000000000000004e,64.13636166667378,-51.370109495133505,27.75609903881863,12,2.732394599660853,73.6953125,237,0.18579234972677597,2020-09-12,5.466954258307639,9,0.18579234972677597,sil2,mid,2.0,a,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37010468427588,64.1363617070305]}"
00000000000000000003,64.13700223494703,-51.37366340173842,126.2642292930822,12,2.667749049948534,61.7421875,14,0.5490196078431373,2020-09-12,5.3376115244919,9,0.5490196078431373,sil3,mid,2.0,b,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37366232806554,64.1370029944325]}"
00000000000000000004,64.13703119380344,-51.373752723134174,127.56032564247413,12,2.746899434871828,60.8984375,17,0.36100714528751277,2020-09-12,5.49597499199738,9,0.36100714528751277,sil3,mid,2.0,a,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.373754471412205,64.13702948547397]}"
0000000000000000004c,64.13697399817725,-51.373813981989244,307.1672815104833,12,2.755137110946373,60.734375,231,0.36100714528751277,2020-09-12,5.512456860262155,9,0.36100714528751277,sil3,mid,2.0,d,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.37381494243881,64.13697587590661]}"
0000000000000000004d,64.13694520697727,-51.37372403632255,305.95881611302116,12,2.672837911086922,61.671875,234,0.4495138369483919,2020-09-12,5.347793273479034,9,0.4495138369483919,sil3,mid,2.0,c,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.3737227393544,64.13694493051366]}"
00000000000000000000,64.13597766002837,-51.368057931153665,242.59557303015598,12,2.991732775425861,66.9296875,3,0.4032085561497326,2020-09-12,5.985836362319449,9,0.4032085561497326,sil4,mid,2.0,c,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.36805995328253,64.13597933891741]}"
00000000000000000001,64.13601828506134,-51.368095295687716,62.756494720103326,12,3.002578974980738,68.15625,6,0.345159655347187,2020-09-12,6.007537352440451,9,0.345159655347187,sil4,mid,2.0,b,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.36809107747997,64.1360193512042]}"
00000000000000000002,64.13599330419007,-51.36820439790999,62.578893296133316,12,2.99331108479097,68.0078125,9,0.3230088495575221,2020-09-12,5.988994212051666,9,0.3230088495575221,sil4,mid,2.0,a,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.36820290040252,64.13599234154692]}"
0000000000000000004f,64.13595264425025,-51.36816665270627,242.50924477685552,12,2.989565855200485,66.765625,240,0.4032085561497326,2020-09-12,5.981500789346754,9,0.4032085561497326,sil4,mid,2.0,d,2020-09-12,2020,"{""type"":""Point"",""coordinates"":[-51.36816157821267,64.1359523550399]}"
