system:index,day,fid,first,ident,image_date,lat,long,month,ndvi,plot_type,targetdate,year,.geo
00000000000000000010,17,17,0.5461095100864554,EMP1,2019-09-16,64.13398606666667,-51.383540658333324,9,0.5461095100864554,,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.383541332768665,64.13398406701289]}"
00000000000000000011,17,18,0.41388888888888886,EMP2,2019-09-16,64.13081413333333,-51.389356075,9,0.41388888888888886,,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.38935600054238,64.13081364616389]}"
00000000000000000012,17,19,0.529606351306649,EMP3,2019-09-16,64.13361051666666,-51.37621136666667,9,0.529606351306649,,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.37621057063681,64.1336095025244]}"
00000000000000000013,17,20,0.5590697674418604,EMP4,2019-09-16,64.13368233333333,-51.36753845833332,9,0.5590697674418604,,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.36753761908786,64.13368084814125]}"
00000000000000000000,17,1,0.3741913517194416,ERI1,2019-09-16,64.13459555,-51.38365461,9,0.3741913517194416,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.38365281029501,64.13459496385721]}"
00000000000000000002,17,3,0.44630248978075066,ERI3,2019-09-16,64.1348,-51.37889511,9,0.44630248978075066,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.37889494947099,64.13480008250566]}"
00000000000000000003,17,4,0.47064743374706475,ERI4,2019-09-16,64.13332452,-51.36655904,9,0.47064743374706475,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.36656107595715,64.13332412005698]}"
00000000000000000004,17,5,0.4663551401869159,SAL1,2019-09-16,64.13254961,-51.37292317,9,0.4663551401869159,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.372924213160424,64.13254823647368]}"
00000000000000000007,17,8,0.5285714285714286,SAL4,2019-09-16,64.13739067,-51.37406948,9,0.5285714285714286,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.37407020213116,64.13739082021772]}"
00000000000000000008,17,9,0.330893883951908,SIL4,2019-09-16,64.13605115,-51.36812747,9,0.330893883951908,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.36812622042691,64.13605308990171]}"
00000000000000000009,17,10,0.34712411705348134,SIL1,2019-09-16,64.13284801,-51.3745045,9,0.34712411705348134,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.37450719403439,64.13284699624425]}"
0000000000000000000c,17,13,0.47374847374847373,LOI1,2019-09-16,64.13226664,-51.37588215,9,0.47374847374847373,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.375880597158854,64.1322673131073]}"
0000000000000000000d,17,14,0.3271523178807947,LOI2,2019-09-16,64.13160858,-51.37052326,9,0.3271523178807947,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.370525216793666,64.1316073661514]}"
0000000000000000000e,17,15,0.4249174917491749,LOI3,2019-09-16,64.13239522,-51.37081177,9,0.4249174917491749,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.37081059926108,64.13239662703786]}"
0000000000000000000f,17,16,0.38670028364323983,LOI4,2019-09-16,64.13279118,-51.37021976,9,0.38670028364323983,P,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.37022199792203,64.13278902793057]}"
00000000000000000001,17,2,0.5490693739424704,ERI2,2019-09-16,64.13121714,-51.38733502,9,0.5490693739424704,P I,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.38733602776516,64.13121496525869]}"
00000000000000000005,17,6,0.4419493549928333,SAL2,2019-09-16,64.13163775,-51.37143739,9,0.4419493549928333,P I J,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.37143487340857,64.13163857985877]}"
0000000000000000000a,17,11,0.2001929570670526,SIL2,2019-09-16,64.13642256,-51.3703112,9,0.2001929570670526,P I J,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.3703111799431,64.13642319528913]}"
00000000000000000006,17,7,0.5620253164556962,SAL3,2019-09-16,64.13371101,-51.36778297,9,0.5620253164556962,P J,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.3677828696458,64.13371206184863]}"
0000000000000000000b,17,12,0.5261221486387049,SIL3,2019-09-16,64.1369875,-51.37361183,9,0.5261221486387049,P J,2019-09-17,2019,"{""type"":""Point"",""coordinates"":[-51.373610914722654,64.13698950112291]}"
